City,Country,Region,Page,Section,Source,PageViews,TimeOnPage,TotalDownloads,UniqueVisitors,Visits,ConversionRate
Madrid,Spain,Europe,/blog/2012/12/introducing-topical-examples-1750,Training,Linkedin,280,7600,2,80,440,0.0045
Mexico City,Mexico,North America,/examples,Training,Linkedin,410,16400,1,100,260,0.0038
Moron,Argentina,South America,/download,Register,Linkedin,132,9540,1,60,264,0.0038
Naples,Italy,Europe,/download,Register,Linkedin,336,11360,1,80,464,0.0022
Nei-Hu,Taiwan,Asia,/knowledgebase/best-practices-designing-piecees-and-dashboards,User,Organic,310,11050,1,170,280,0.0036
Oslo,Norway,Europe,/gallery,Examples,Organic,300,7810,1,120,480,0.0021
Palm Desert,United States,North America,/download,Register,Linkedin,40,930,0,10,21,0
Prokopyevsk,Russia,Europe,/download,Register,Linkedin,490,1190,1,210,280,0.0036
Rome,Italy,Europe,/gallery/canadian-wealth,Examples,Linkedin,392,6080,1,80,464,0.0022
Rosario,Argentina,South America,/download,Register,Linkedin,192,1902,1,60,270,0.0037
San Marcos,United States,North America,/how-it-works?build=7000.12.1018.2200,User,Organic,68,168,1,21,46,0.0217
Sligo,Ireland,Europe,/gallery/voting-history-us-states,Examples,Linkedin,150,8700,1,100,590,0.0017
Southampton,United Kingdom,Europe,/gallery/messi039s-86-goals,Examples,Facebook,120,436,1,40,164,0.0061
The Dalles,United States,North America,/how-it-works,User,Linkedin,38,5964,0,14,30,0
Toledo,United States,North America,/download,Register,Linkedin,24,415,0,10,59,0
Trabzon,Turkey,Europe,/download,Register,Linkedin,280,16200,1,100,510,0.002
Vaughan,Canada,North America,/gallery/taleof100,Examples,Linkedin,216,3780,0,60,138,0
Victoria,Canada,North America,/gallery/canadian-wealth,Examples,Twitter,276,5940,1,60,264,0.0038
Windermere,United States,North America,/gallery/messi039s-86-goals,Examples,Organic,22,5796,0,10,45,0
Zurich,Switzerland,Europe,/how-it-works,User,Linkedin,430,14900,1,100,570,0.0018
Amsterdam,Netherlands,Europe,/download-menu,Register,Facebook,272,4352,1,80,352,0.0028
Aurich,Germany,Europe,/how-it-works,User,Linkedin,480,24768,1,192,448,0.0022
Bangalore,India,Asia,/download,Register,Facebook,276,29436,0,60,150,0
Budapest,Hungary,Europe,/gallery,Examples,Linkedin,160,15530,1,69,320,0.0031
Buenos Aires,Argentina,South America,/how-it-works,User,Linkedin,204,1542,1,150,324,0.0031
Burlington,United States,North America,/gallery,Examples,Linkedin,38,640,0,10,50,0
Burlington,United States,North America,/download,Register,Facebook,14,158,0,10,21,0
Carlsbad,United States,North America,/gallery,Examples,Linkedin,10,1070,0,10,37,0
Chennai,India,Asia,/examples?build=7000.12.1018.2200,Training,Facebook,240,4860,0,60,174,0
Chicago,United States,North America,/download,Register,Linkedin,15,1180,0,10,22,0
Curitiba,Brazil,South America,/download,Register,Linkedin,680,11520,1,160,432,0.0023
Gainesville,United States,North America,/gallery/spending-president,Examples,Organic,27,1360,0,10,33,0
Heerlen,Netherlands,Europe,/download,Register,Organic,104,1816,1,80,296,0.0034
Jabalpur,India,Asia,/gallery/visualizing-global-poverty-trends,Examples,Organic,270,6840,0,60,186,0
Linz,Austria,Europe,/gallery,Examples,Linkedin,430,300,1,100,350,0.0029
London,United Kingdom,Europe,/how-it-works,User,Linkedin,108,6080,1,40,228,0.0044
London,United Kingdom,Europe,/gallery,Examples,Linkedin,72,2320,1,40,192,0.0052
Marshalltown,United States,North America,/gallery/us-population-race,Examples,Organic,25,1630,0,10,23,0
Melbourne,Australia,Oceania,/gallery/netflix-selector,Examples,Facebook,192,3900,0,60,306,0
Melbourne,Australia,Oceania,/download,Register,Linkedin,570,4986,0,120,198,0
Mexico City,Mexico,North America,/examples,Training,Linkedin,620,15600,1,200,460,0.0022
Moscow,Russia,Europe,/gallery/best-chess-openings,Examples,Organic,110,10600,1,100,330,0.003
Mysore,India,Asia,/download,Register,Linkedin,258,2436,1,60,360,0.0028
Nei-Hu,Taiwan,Asia,/knowledgebase/best-practices-designing-piecees-and-dashboards,User,Organic,1460,29440,2,320,810,0.0025
New Delhi,India,Asia,/knowledgebase/all,User,Organic,66,10080,1,60,324,0.0031
New Haven,United States,North America,/gallery/canadian-wealth,Examples,Facebook,18,129,0,10,41,0
Poplar,United Kingdom,Europe,/gallery/netflix-selector,Examples,Organic,144,2800,0,40,180,0
Poplar,United Kingdom,Europe,/gallery/livinglongerunhealthy,Examples,Linkedin,84,4200,0,40,132,0
Rotterdam,Netherlands,Europe,/gallery/messi039s-86-goals,Examples,Organic,264,6800,1,80,416,0.0024
Seattle,United States,North America,/gallery/canadian-wealth,Examples,Linkedin,27,570,0,10,57,0
Seattle,United States,North America,/gallery/canadian-wealth,Examples,Facebook,15,1570,0,10,51,0
Shinjuku,Japan,Asia,/gallery,Examples,Linkedin,240,3726,1,69,240,0.0042
Springfield,United States,North America,/gallery/voting-history-us-states,Examples,Facebook,34,1290,0,10,23,0
St Charles,United States,North America,/gallery/us-population-race,Examples,Organic,14,790,0,10,20,0
Stoughton,United States,North America,/download,Register,Organic,32,326,0,10,38,0
Sydney,Australia,Oceania,/upgrade,User,Facebook,258,1722,0,96,258,0
Victoria,Canada,North America,/gallery/canadian-wealth,Examples,Twitter,294,9960,1,60,330,0.003
Washington,United States,North America,/blog/2012/12/introducing-topical-examples-1750,Training,Linkedin,40,1236,0,10,20,0
Westborough,United States,North America,/gallery,Examples,Linkedin,23,1270,0,10,20,0
Aix-en-Provence,France,Europe,/gallery/30-years-cd,Examples,Linkedin,272,3200,3,80,896,0.0033
Austin,United States,North America,/download,Register,Organic,25,208,1,10,48,0.0208
Bangalore,India,Asia,/how-it-works,User,Organic,66,654,2,18,576,0.0035
Buenos Aires,Argentina,South America,/download,Register,Facebook,276,5220,2,60,528,0.0038
Chengdu,China,Asia,/how-it-works,User,Linkedin,328,4160,2,80,480,0.0042
Chicago,United States,North America,/faq,User,Organic,34,890,0,10,62,0
Curitiba,Brazil,South America,/download,Register,Linkedin,1000,34800,3,240,1104,0.0027
Elmira,United States,North America,/blog/2012/12/introducing-topical-examples-1750,Training,Linkedin,21,435,0,10,116,0
Farmington,United States,North America,/gallery/spending-president,Examples,Organic,18,1310,0,10,64,0
Forney,United States,North America,/download,Register,Organic,14,237,0,10,96,0
Geneva,Switzerland,Europe,/gallery/messi039s-86-goals,Examples,Facebook,370,8000,10,136,1060,0.0094
Gorinchem,Netherlands,Europe,/gallery/international-debt-stats,Examples,Facebook,400,8000,1,80,848,0.0012
Hyderabad,India,Asia,/how-it-works,User,Organic,720,2376,3,204,648,0.0046
Istanbul,Turkey,Europe,/gallery/canadian-wealth,Examples,Facebook,170,7800,3,80,1040,0.0029
Istanbul,Turkey,Europe,/gallery,Examples,Organic,110,690,3,50,1040,0.0029
Lawrenceville,United States,North America,/gallery,Examples,Linkedin,43,158,0,10,120,0
Leicester,United Kingdom,Europe,/download,Register,Organic,96,792,1,40,232,0.0043
London,United Kingdom,Europe,/gallery,Examples,Linkedin,160,3280,1,40,352,0.0028
Malang,Indonesia,Asia,/download,Register,Linkedin,150,1260,4,60,1140,0.0035
Manila,Philippines,Asia,/download,Register,Linkedin,150,3460,4,77,1000,0.004
New York,United States,North America,/examples,Training,Facebook,18,8813,0,10,102,0
New York,United States,North America,/download,Register,Linkedin,31,415,0,10,60,0
Pune,India,Asia,/knowledgebase/all?page=1,User,Organic,486,6336,2,132,768,0.0026
Rotterdam,Netherlands,Europe,/blog/2012/12/introducing-topical-examples-1750,Training,Linkedin,288,9920,1,80,320,0.0031
San Francisco,United States,North America,/gallery/international-debt-stats,Examples,Linkedin,40,1680,0,10,120,0
Seattle,United States,North America,/gallery/canadian-wealth,Examples,Organic,35,465,0,10,94,0
Seattle,United States,North America,/gallery/canadian-wealth,Examples,Linkedin,11,1400,0,10,92,0
Vienna,Austria,Europe,/gallery/messi039s-86-goals,Examples,Linkedin,250,12800,1,100,600,0.0017
Vincente Lopez,Argentina,South America,/download,Register,Linkedin,246,5400,2,60,528,0.0038
Auckland,New Zealand,Oceania,/gallery/international-debt-stats,Examples,Twitter,370,10480,2,160,940,0.0021
Bahia Blanca,Argentina,South America,/download,Register,Linkedin,132,5640,1,60,336,0.003
Basle,Switzerland,Europe,/gallery/london-bus,Examples,Organic,320,17400,2,120,1100,0.0018
Beijing,China,Asia,/gallery,Examples,Facebook,128,3560,1,80,624,0.0016
Buenos Aires,Argentina,South America,/download,Register,Linkedin,132,7140,2,60,528,0.0038
Calgary,Canada,North America,/download,Register,Facebook,270,4080,6,60,456,0.0132
Goussainville,France,Europe,/gallery/changes-vc-industry,Examples,Organic,232,14320,1,80,656,0.0015
Isidro Casanova,Argentina,South America,/download,Register,Linkedin,270,3678,1,60,324,0.0031
Kissimmee,United States,North America,/app/6.0/start,User,Facebook,43,1170,0,10,106,0
London,United Kingdom,Europe,/gallery/voting-history-us-states,Examples,Organic,80,5040,1,40,352,0.0028
London,United Kingdom,Europe,/gallery/international-debt-stats,Examples,Linkedin,128,6200,4,40,272,0.0147
Mc Lean,United States,North America,/blog/2012/12/introducing-topical-examples-1750,Training,Linkedin,63,138,0,20,132,0
Melbourne,Australia,Oceania,/download,Register,Linkedin,90,1602,1,60,384,0.0026
Mexico City,Mexico,North America,/examples,Training,Linkedin,230,12300,10,100,1160,0.0086
Mississauga,Canada,North America,/gallery,Examples,Linkedin,150,1308,1,60,564,0.0018
Moscow,Russia,Europe,/gallery/30-years-cd,Examples,Linkedin,210,7600,1,160,720,0.0014
New Delhi,India,Asia,/comparison,User,Organic,252,50388,3,60,648,0.0046
New Delhi,India,Asia,/gallery,Examples,Linkedin,144,5106,2,60,564,0.0035
Omsk,Russia,Europe,/knowledgebase/sharing-views,User,Facebook,160,12600,10,70,1080,0.0093
Palo Alto,United States,North America,/gallery/international-debt-stats,Examples,Twitter,16,2918,1,10,94,0.0106
Portland,United States,North America,/gallery/us-population-race,Examples,Organic,29,400,0,10,96,0
Pune,India,Asia,/download,Register,Organic,96,3444,2,60,672,0.003
Pune,India,Asia,/how-it-works,User,Facebook,156,10620,2,60,540,0.0037
Rome,Italy,Europe,/gallery/international-debt-stats,Examples,Linkedin,272,130720,2,80,528,0.0038
Rosario,Argentina,South America,/how-it-works,User,Linkedin,102,9660,1,60,432,0.0023
San Fernando,Argentina,South America,/download,Register,Linkedin,270,6060,2,60,528,0.0038
Santa Rosa,Argentina,South America,/download,Register,Linkedin,180,1902,0,60,300,0
Sully,United States,North America,/gallery/cost-college-football-wins,Examples,Twitter,15,1650,0,10,60,0
Torrance,United States,North America,/gallery/international-debt-stats,Examples,Facebook,32,650,0,10,80,0
Yongin,South Korea,Asia,/gallery/international-debt-stats,Examples,Linkedin,150,9300,1,100,420,0.0024
Aurich,Germany,Europe,/how-it-works,User,Linkedin,32,124000,1,32,848,0.0012
Bangalore,India,Asia,/gallery,Examples,Organic,228,4332,1,60,348,0.0029
Bangor,United States,North America,/download,Register,Facebook,47,119,0,10,120,0
Berlin,Germany,Europe,/how-it-works,User,Facebook,552,320,2,280,1056,0.0019
Buenos Aires,Argentina,South America,/knowledgebase/all?page=1,User,Organic,234,1722,1,204,840,0.0012
Charlotte,United States,North America,/download,Register,Organic,24,1150,0,10,48,0
Chicago,United States,North America,/gallery/stds,Examples,Facebook,41,710,1,10,94,0.0106
Chungli,Taiwan,Asia,/knowledgebase/best-practices-designing-piecees-and-dashboards,User,Organic,550,9660,2,210,1220,0.0016
Cooksville,Canada,North America,/gallery,Examples,Linkedin,84,6120,6,60,396,0.0152
Deerfield,United States,North America,/gallery/international-debt-stats,Examples,Twitter,22,1197,0,10,108,0
Donets'k,Ukraine,Europe,/knowledgebase/sharing-views,User,Facebook,550,19780,3,230,760,0.0039
Edmonton,Canada,North America,/gallery/changes-vc-industry,Examples,Organic,120,7836,0,60,300,0
Elmira,United States,North America,/gallery/best-chess-openings,Examples,Organic,48,800,0,10,118,0
Hebron,United States,North America,/gallery/messi039s-86-goals,Examples,Facebook,19,277,0,10,110,0
Hebron,United States,North America,/download,Register,Organic,16,178,1,10,68,0.0147
Hyderabad,India,Asia,/gallery/best-chess-openings,Examples,Organic,102,5100,2,60,552,0.0036
Hyderabad,India,Asia,/gallery,Examples,Linkedin,78,8760,1,60,408,0.0025
Laramie,United States,North America,/gallery/international-debt-stats,Examples,Facebook,39,1583,0,10,116,0
London,United Kingdom,Europe,/gallery/biking-argentina,Examples,Linkedin,84,3760,1,40,384,0.0026
Madurai,India,Asia,/examples,Training,Facebook,132,120,0,60,312,0
Miami,United States,North America,/how-it-works,User,Facebook,25,10,0,5,68,0
New Delhi,India,Asia,/app/6.0/start,User,Facebook,252,3060,2,60,420,0.0048
New York,United States,North America,/thanks,User,Facebook,39,168,1,24,86,0.0116
Norwalk,United States,North America,/gallery,Examples,Linkedin,16,630,0,10,116,0
Ocoee,United States,North America,/gallery/us-population-race,Examples,Organic,33,1170,1,10,60,0.0167
Palm Springs,United States,North America,/gallery/changes-vc-industry,Examples,Linkedin,37,1200,1,10,110,0.0091
Palo Alto,United States,North America,/gallery/biking-argentina,Examples,Twitter,30,1460,0,10,94,0
Prince George,Canada,North America,/download,Register,Linkedin,180,1308,1,60,492,0.002
Pune,India,Asia,/how-it-works,User,Organic,246,10560,2,60,636,0.0031
Pune,India,Asia,/terms,User,Facebook,18,6288,2,12,588,0.0034
Rio de Janeiro,Brazil,South America,/knowledgebase/sharing-views,User,Facebook,1016,3880,4,216,1152,0.0035
Rio de Janeiro,Brazil,South America,/gallery/messi039s-86-goals,Examples,Organic,400,16304,3,80,784,0.0038
Rome,Italy,Europe,/gallery/international-debt-stats,Examples,Linkedin,352,472,2,80,400,0.005
Salt Lake City,United States,North America,/gallery/international-debt-stats,Examples,Linkedin,22,1306,0,10,48,0
Seattle,United States,North America,/gallery/international-debt-stats,Examples,Organic,34,3600,0,20,208,0
Seattle,United States,North America,/gallery,Examples,Linkedin,87,49,0,20,98,0
Seattle,United States,North America,/gallery/canadian-wealth,Examples,Facebook,20,2779,0,10,50,0
Sedona,United States,North America,/gallery/voting-history-us-states,Examples,Facebook,26,650,0,10,86,0
Seoul,South Korea,Asia,/gallery,Examples,Linkedin,470,400,4,100,1140,0.0035
Shanghai,China,Asia,/download,Register,Organic,128,472,3,80,832,0.0036
Singapore,Singapore,Asia,/gallery,Examples,Organic,160,2570,3,100,900,0.0033
Sydney,Australia,Oceania,/download,Register,Linkedin,264,8280,1,60,384,0.0026
Tolyatti,Russia,Europe,/download,Register,Linkedin,430,7910,3,100,1000,0.003
Windsor,United States,North America,/download,Register,Linkedin,49,307,0,10,106,0
Windsor,United States,North America,/knowledgebase/sharing-views,User,Organic,8,158,1,2,104,0.0096
Beijing,China,Asia,/download,Register,Organic,272,10320,1,80,576,0.0017
Birmingham,United States,North America,/examples,Training,Facebook,17,930,0,10,74,0
Bremen,Germany,Europe,/download,Register,Linkedin,96,4480,2,80,384,0.0052
Brisbane,United States,North America,/knowledgebase/sharing-views,User,Facebook,71,1292,0,17,76,0
Chicago,United States,North America,/how-it-works,User,Linkedin,50,69,0,29,82,0
Ciudad Victoria,Mexico,North America,/download,Register,Linkedin,340,10400,1,150,840,0.0012
Columbia,United States,North America,/download,Register,Organic,42,79,0,10,64,0
Cooksville,Canada,North America,/how-it-works,User,Linkedin,204,9060,1,60,552,0.0018
Dallas,United States,North America,/gallery/biking-argentina,Examples,Facebook,19,1610,0,10,48,0
Frankfurt am Main,Germany,Europe,/how-it-works,User,Linkedin,152,5064,2,80,624,0.0032
Fullerton,United States,North America,/app/6.0/start,User,Facebook,22,1460,0,10,110,0
Gurgaon,India,Asia,/knowledgebase/all?page=1,User,Organic,894,1248,2,198,768,0.0026
Hopkins,United States,North America,/gallery/biking-argentina,Examples,Linkedin,46,445,0,10,62,0
Lyon,France,Europe,/blog/2012/12/introducing-topical-examples-1750,Training,Organic,216,4352,1,80,352,0.0028
Madrid,Spain,Europe,/upgrade,User,Facebook,320,8968,3,152,992,0.003
Melbourne,Australia,Oceania,/gallery,Examples,Linkedin,264,6480,2,60,660,0.003
Melbourne,Australia,Oceania,/download,Register,Linkedin,246,4860,1,60,384,0.0026
Miami,United States,North America,/download,Register,Linkedin,23,99,0,10,90,0
Midlothian,United States,North America,/knowledgebase/sharing-views,User,Organic,30,2925,0,25,86,0
Moscow,Russia,Europe,/gallery/co2-emissions,Examples,Facebook,220,32840,1,100,540,0.0019
New Delhi,India,Asia,/comparison,User,Organic,222,7620,1,60,708,0.0014
New York,United States,North America,/gallery/voting-history-us-states,Examples,Facebook,10,1130,0,10,100,0
Noida,India,Asia,/faq,User,Organic,156,3180,6,60,372,0.0161
Palo Alto,United States,North America,/gallery/co2-emissions,Examples,Twitter,21,1420,0,10,120,0
Pamplona,Spain,Europe,/how-it-works,User,Linkedin,400,30624,1,168,720,0.0014
